Id,SalePrice
1461,146825.60658
1462,175224.987957
1463,140764.332364
1464,178079.714108
1465,226017.775252
1466,168027.113597
1467,176437.986006
1468,164898.177718
1469,200643.914822
1470,90165.4893277
1471,202452.623795
1472,123329.342356
1473,108634.899484
1474,159685.507476
1475,160875.281604
1476,332897.536344
1477,281943.845594
1478,306327.987177
1479,289598.644814
1480,389433.588588
1481,279315.454197
1482,238629.83885
1483,182788.858566
1484,195919.513403
1485,184455.195288
1486,198658.16025
1487,295037.123764
1488,272561.736205
1489,198658.810932
1490,188204.330996
1491,213166.300534
1492,121242.17273
1493,191899.38525
1494,283665.1496
1495,265536.200067
1496,213523.31509
1497,167685.158095
1498,161947.606035
1499,161564.14673
1500,132474.917439
1501,145316.780043
1502,160639.164743
1503,275589.548298
1504,241329.010833
1505,220736.556911
1506,223977.468939
1507,218854.476516
1508,207176.286893
1509,168783.453549
1510,148170.940744
1511,148323.401191
1512,161867.705461
1513,174258.066844
1514,175671.165446
1515,154379.373175
1516,168598.967067
1517,161053.507449
1518,184155.383781
1519,231602.392677
1520,133889.200403
1521,136482.972359
1522,174754.509192
1523,81080.6652347
1524,112814.627761
1525,120982.01916
1526,119211.67264
1527,94801.4771088
1528,147715.943905
1529,147069.652672
1530,194405.592177
1531,110180.357011
1532,99198.3401729
1533,158761.99231
1534,151470.089853
1535,141816.013414
1536,132659.910558
1537,43851.5520051
1538,232836.048583
1539,234708.796775
1540,153175.184632
1541,175896.42795
1542,141527.106586
1543,215290.668475
1544,68462.5477558
1545,134069.414714
1546,161253.373688
1547,128825.453984
1548,153868.908817
1549,127285.19548
1550,144702.727939
1551,149164.936318
1552,140241.300245
1553,150763.635646
1554,141809.290693
1555,169056.84826
1556,105381.769945
1557,113715.842872
1558,127483.607529
1559,67511.373572
1560,145452.924132
1561,121881.584212
1562,126026.659327
1563,102466.454521
1564,148288.041881
1565,140782.225152
1566,221904.42349
1567,74642.8989709
1568,201513.01895
1569,102514.217572
1570,163806.365278
1571,106760.263793
1572,134240.584006
1573,218293.831349
1574,137774.456958
1575,198586.847859
1576,227843.328347
1577,212739.786685
1578,169789.133417
1579,124210.331451
1580,216121.665794
1581,133388.732625
1582,127814.702612
1583,303126.001315
1584,236384.946483
1585,138857.516138
1586,25405.6420397
1587,110889.334497
1588,140457.397756
1589,94147.6566908
1590,151969.380602
1591,66783.9054571
1592,119111.707906
1593,143095.511096
1594,84706.3197471
1595,107104.456417
1596,226892.974093
1597,195151.861765
1598,188274.81674
1599,214644.529991
1600,223979.389033
1601,0.0
1602,156648.079547
1603,88411.4312114
1604,236875.624609
1605,265245.320033
1606,182092.846319
1607,252303.125971
1608,222420.137636
1609,207985.361305
1610,123502.858376
1611,158690.197468
1612,172976.130341
1613,177365.315851
1614,112100.014193
1615,55450.3485927
1616,47636.3516423
1617,71562.8814504
1618,121554.725287
1619,133721.812399
1620,183857.048744
1621,134318.969021
1622,141569.359523
1623,250248.265904
1624,194755.396288
1625,159700.878548
1626,196297.972437
1627,176031.089902
1628,268580.192268
1629,180322.659296
1630,291163.879935
1631,231448.516517
1632,249185.534916
1633,181169.439713
1634,172877.761883
1635,164871.148972
1636,170420.442752
1637,153887.414181
1638,221366.529178
1639,196581.883164
1640,234180.009474
1641,184022.014915
1642,209632.541143
1643,245444.85369
1644,241800.491035
1645,176821.318951
1646,179063.390992
1647,197218.478675
1648,145984.394372
1649,138192.479369
1650,104188.342805
1651,108385.94045
1652,123409.485091
1653,127674.532977
1654,164719.848618
1655,174214.665874
1656,157106.203857
1657,164762.259486
1658,157117.563911
1659,172575.618125
1660,145195.171201
1661,340316.313597
1662,313772.649548
1663,328498.796964
1664,379584.542146
1665,314356.424658
1666,296457.142433
1667,302752.472331
1668,329084.35849
1669,288367.055272
1670,317989.827512
1671,251186.385118
