Id,SalePrice
1461,146997.476945
1462,175396.211801
1463,140940.660321
1464,178254.278567
1465,226193.409455
1466,168206.113772
1467,176605.013089
1468,165076.602146
1469,200819.265858
1470,90337.3032279
1471,202626.734294
1472,123503.98048
1473,108810.210918
1474,159857.358273
1475,161044.39423
1476,333083.661018
1477,282124.731891
1478,306508.553954
1479,289779.256022
1480,389616.48709
1481,279495.511248
1482,238806.867405
1483,182965.278019
1484,196095.654667
1485,184636.685296
1486,198837.6565
1487,295218.37599
1488,272740.324088
1489,198833.615164
1490,188379.764751
1491,213348.113523
1492,121416.578651
1493,192073.172835
1494,283849.816742
1495,265716.65321
1496,213698.609985
1497,167858.266101
1498,162122.554378
1499,161738.980288
1500,132648.686162
1501,145491.280996
1502,160814.126309
1503,275768.111201
1504,241509.80496
1505,220913.018442
1506,224150.228291
1507,219036.065757
1508,207355.152495
1509,168958.59941
1510,148345.842553
1511,148498.559123
1512,162037.799065
1513,174439.180663
1514,175844.887071
1515,154547.649208
1516,168773.505713
1517,161215.616451
1518,184332.404437
1519,231780.572343
1520,134062.766361
1521,136657.27218
1522,174930.235519
1523,81252.9226808
1524,112978.702097
1525,121151.732247
1526,119385.060982
1527,94966.9637755
1528,147878.360437
1529,147240.506295
1530,194574.320632
1531,110359.028674
1532,99361.5363203
1533,158928.257395
1534,151637.718198
1535,141984.139918
1536,132829.981504
1537,44036.999819
1538,232999.593518
1539,234875.897155
1540,153366.932486
1541,176066.6861
1542,141699.250596
1543,215461.674196
1544,68624.6456277
1545,134236.109271
1546,161427.465317
1547,128997.597015
1548,154036.959613
1549,127453.009819
1550,144879.711577
1551,149338.110973
1552,140421.265775
1553,150928.550438
1554,141972.805884
1555,169234.438381
1556,105565.184638
1557,113892.343972
1558,127658.452045
1559,67701.4747221
1560,145622.006629
1561,122062.266033
1562,126192.537184
1563,102638.112373
1564,148460.67836
1565,140960.716538
1566,222070.949254
1567,74819.381984
1568,201692.940486
1569,102696.378201
1570,163976.260014
1571,106933.371396
1572,134405.38465
1573,218469.209011
1574,137955.355926
1575,198760.391181
1576,228018.377918
1577,212917.107047
1578,169955.452386
1579,124383.889358
1580,216302.654852
1581,133550.050358
1582,127984.88318
1583,303306.517897
1584,236568.075753
1585,139030.129872
1586,25575.7321744
1587,111062.220072
1588,140627.548238
1589,94321.8493375
1590,152139.375484
1591,66954.2623908
1592,119279.707476
1593,143264.325307
1594,84884.1705562
1595,107291.673031
1596,227067.373446
1597,195332.094432
1598,188451.673135
1599,214815.848893
1600,224155.285017
1601,0.0
1602,156824.941523
1603,88576.3105889
1604,237050.12562
1605,265428.697803
1606,182260.596917
1607,252482.476087
1608,222597.923316
1609,208162.569577
1610,123681.903727
1611,158868.103863
1612,173152.748927
1613,177542.01357
1614,112268.025242
1615,55613.2820949
1616,47811.4056342
1617,71731.2699604
1618,121720.091479
1619,133888.790908
1620,184050.883192
1621,134496.397762
1622,141747.755768
1623,250424.743198
1624,194934.172561
1625,159796.688363
1626,196394.981555
1627,176129.566805
1628,268684.089084
1629,180423.399735
1630,291261.339951
1631,231543.84856
1632,249282.079547
1633,181270.240354
1634,172975.579551
1635,164969.36048
1636,170515.746493
1637,153979.184922
1638,221463.993458
1639,196674.715124
1640,234273.801896
1641,184119.87912
1642,209732.223689
1643,245544.687856
1644,241900.617643
1645,176907.57723
1646,179155.824023
1647,197314.215353
1648,146078.483574
1649,138278.388039
1650,104277.697919
1651,108471.47223
1652,123503.98048
1653,127765.119142
1654,164817.380483
1655,174307.520267
1656,157201.944625
1657,164859.797124
1658,157213.306225
1659,172666.36434
1660,145281.875869
1661,340421.857704
1662,313876.638945
1663,328599.01136
1664,379684.845135
1665,314457.262646
1666,296558.032189
1667,302857.890924
1668,329187.066214
1669,288466.238853
1670,318090.861562
1671,251285.502648
1672,372453.373606
1673,285993.286366
1674,272829.168095
1675,179925.651472
1676,176800.03399
1677,210638.996954
1678,388121.017777
1679,303009.056443
1680,295983.402947
1681,273533.847834
1682,288538.210599
1683,207592.775095
1684,203196.445264
1685,164048.750044
1686,186650.681173
1687,172514.286921
1688,199309.165908
1689,200082.851993
1690,205480.566274
1691,192245.136335
1692,256295.360172
1693,182060.322373
1694,165769.175242
1695,180536.783364
1696,240704.176134
1697,183924.40913
1698,303087.943623
1699,295162.213704
1700,220235.661835
1701,264210.306472
1702,292851.307634
1703,273590.567288
1704,283982.672267
1705,251225.472509
1706,354783.541304
1707,214481.294044
1708,229776.989254
1709,317669.134919
1710,251909.697301
1711,262757.545726
1712,275577.115781
1713,254338.640447
1714,223251.931326
1715,200540.584543
1716,214333.992205
1717,201842.588541
1718,132635.081094
1719,211575.327997
1720,268497.373732
1721,211110.638423
1722,115646.970478
1723,152521.256564
1724,231815.073283
1725,221195.13545
1726,167394.586905
1727,173588.686196
1728,190622.628366
1729,164721.529842
1730,167148.630604
1731,125158.317081
1732,145818.794232
1733,124649.982308
1734,120367.747793
1735,133708.983256
1736,123350.615172
1737,300491.632933
1738,221015.473817
1739,249205.715854
1740,195924.60908
1741,172510.924402
1742,135438.102519
1743,185899.243641
1744,267971.938694
1745,239977.33201
1746,200422.861419
1747,225528.388765
1748,193714.770911
1749,151004.468317
1750,157219.473421
1751,226540.021185
1752,116308.04228
1753,165761.193233
1754,223513.417488
1755,175287.993208
1756,96644.0316502
1757,119448.127745
1758,132346.227478
1759,164409.551862
1760,161249.604302
1761,152258.450713
1762,149018.490362
1763,182117.19327
1764,119865.025711
1765,187034.04255
1766,190647.333208
1767,194513.536667
1768,137948.837282
1769,203657.776845
1770,164885.275785
1771,134862.312987
1772,143888.729169
1773,106099.528394
1774,185981.995688
1775,164092.229565
1776,121039.873236
1777,100549.86342
1778,122445.06149
1779,124513.32877
1780,190271.311571
1781,134600.184738
1782,46064.778853
1783,160648.857157
1784,84957.6441828
1785,134043.776251
1786,144187.028592
1787,192685.238823
1788,0.0
1789,124725.640465
