Id,SalePrice
1461,178944.810703
1462,169909.755229
1463,165723.961261
1464,179509.573678
1465,176049.052093
1466,165167.057142
1467,173298.958215
1468,160849.311818
1469,177339.339778
1470,137350.576086
1471,184751.128775
1472,93762.6011601
1473,119060.636131
1474,155657.070546
1475,106703.320979
1476,304526.21482
1477,270146.643725
1478,262479.168147
1479,279291.363776
1480,411960.317571
1481,264053.728754
1482,194494.430561
1483,184638.75946
1484,173983.574789
1485,135613.876306
1486,169693.375308
1487,287620.605016
1488,259522.236137
1489,178288.32444
1490,206429.292342
1491,190611.797342
1492,136292.586583
1493,196554.628466
1494,267323.353958
1495,240440.290385
1496,204913.353965
1497,127231.672997
1498,113417.511872
1499,113417.511872
1500,113417.511872
1501,133824.836558
1502,110942.396656
1503,258982.851754
1504,198232.577578
1505,216651.42721
1506,261502.495061
1507,257473.874316
1508,225266.452046
1509,162197.922428
1510,186356.779914
1511,186658.729298
1512,207735.783449
1513,170876.287915
1514,217634.846542
1515,184386.750801
1516,154774.192399
1517,138783.030794
1518,252216.543538
1519,234383.902069
1520,157399.856838
1521,161974.485966
1522,180753.16602
1523,116150.565534
1524,109785.281039
1525,130539.919994
1526,126342.365208
1527,136870.08975
1528,117286.782798
1529,181914.125631
1530,205940.147989
1531,167062.754266
1532,89312.9044804
1533,201556.833639
1534,128339.521767
1535,156687.708565
1536,149583.305075
1537,172161.66282
1538,156552.488337
1539,161734.813247
1540,191236.69322
1541,171579.141927
1542,169861.002381
1543,186925.363393
1544,88346.7808461
1545,98765.5616693
1546,154747.079096
1547,144300.946788
1548,134491.358275
1549,142585.811287
1550,180914.159747
1551,138177.658988
1552,220959.33144
1553,110139.280431
1554,110041.30456
1555,213560.666554
1556,111783.192935
1557,122564.184481
1558,97101.4450244
1559,105429.73038
1560,172442.452178
1561,193453.722611
1562,137731.052535
1563,104938.163295
1564,189407.350138
1565,167495.167823
1566,193106.01028
1567,112186.145723
1568,213910.028982
1569,199198.102601
1570,146714.313482
1571,150695.392746
1572,151223.69638
1573,199177.009889
1574,173858.509105
1575,173280.668999
1576,266018.155674
1577,201656.102334
1578,149721.447889
1579,143591.96863
1580,197343.089575
1581,134406.363934
1582,147179.014793
1583,311295.193296
1584,237015.748621
1585,121763.735361
1586,59540.8160438
1587,109643.009069
1588,164390.679646
1589,138152.893151
1590,138857.557141
1591,90861.2497024
1592,133509.354013
1593,119601.180103
1594,106153.990554
1595,117493.920235
1596,213638.737589
1597,249915.118417
1598,131996.195642
1599,153113.582808
1600,173496.165147
1601,69960.1813342
1602,149229.319827
1603,119793.706248
1604,198730.12762
1605,237457.755745
1606,184897.990729
1607,316011.09153
1608,214750.749993
1609,189022.192901
1610,135613.876306
1611,196068.848588
1612,231668.405776
1613,234028.623997
1614,122165.133654
1615,64152.2946219
1616,64152.2946219
1617,100633.23343
1618,129567.485809
1619,145808.009301
1620,263177.811546
1621,158101.827077
1622,166081.624432
1623,214174.263834
1624,212712.961113
1625,149862.10424
1626,219681.113224
1627,180735.346979
1628,236354.401356
1629,134338.319005
1630,289652.562866
1631,183548.924089
1632,214106.504068
1633,135103.653386
1634,177360.275766
1635,157600.023991
1636,175413.202512
1637,189081.988864
1638,196416.319581
1639,213617.06041
1640,214249.260356
1641,194463.653479
1642,193668.259719
1643,203077.048551
1644,194595.029713
1645,225367.516574
1646,183720.229085
1647,169339.556131
1648,181343.807442
1649,154519.978855
1650,158139.969351
1651,158139.969351
1652,93762.6011601
1653,96823.9386825
1654,167812.146896
1655,137798.356272
1656,155657.070546
1657,167812.146896
1658,155657.070546
1659,126868.192939
1660,168344.427759
1661,316908.557481
1662,273533.655971
1663,304427.051072
1664,342133.66758
1665,278196.510678
1666,293664.633904
1667,285077.34927
1668,305698.046677
1669,230691.395752
1670,282688.948962
1671,263173.677593
1672,377357.637609
1673,269074.237288
1674,258567.777718
1675,193720.25795
1676,192778.002235
1677,193204.142876
1678,357083.604081
1679,304570.691134
1680,248701.519533
1681,206735.660841
1682,275128.5633
1683,195987.099629
1684,171976.577135
1685,157883.123181
1686,158274.614457
1687,120168.566359
1688,171430.844568
1689,169756.416654
1690,176735.911186
1691,154978.502851
1692,213536.775144
1693,135613.876306
1694,161299.439469
1695,135613.876306
1696,235128.471331
1697,136889.433607
1698,303342.561022
1699,294353.094471
1700,211377.009238
1701,230405.96324
1702,293218.626062
1703,256549.736949
1704,277278.578915
1705,214314.934329
1706,350691.842528
1707,204492.387776
1708,229989.558747
1709,284039.907037
1710,221155.05119
1711,233074.897425
1712,259658.092609
1713,272533.257546
1714,219566.358809
1715,176863.429282
1716,196423.371323
1717,179720.636567
1718,103635.097784
1719,190104.520499
1720,249703.09169
1721,189713.875361
1722,116241.774824
1723,189713.875361
1724,238432.523251
1725,205468.656608
1726,164365.913809
1727,183995.806358
1728,156156.682892
1729,147297.889018
1730,153327.477481
1731,143173.829427
1732,178038.663247
1733,140792.390058
1734,131726.220563
1735,141476.588235
1736,135353.91319
1737,284512.871457
1738,189558.787932
1739,269279.707328
1740,227283.342572
1741,184559.633783
1742,118379.526612
1743,153495.389715
1744,220105.586467
1745,240953.183566
1746,121438.949209
1747,208336.570069
1748,201081.977785
1749,191500.254194
1750,150235.657384
1751,200171.411213
1752,124465.256605
1753,217101.136465
1754,213945.381904
1755,171549.248618
1756,137115.369461
1757,123955.033685
1758,209430.511105
1759,200901.235947
1760,206889.132651
1761,194054.314872
1762,177844.858422
1763,184691.945567
1764,132954.640635
1765,207467.257919
1766,205716.688038
1767,198834.114736
1768,156271.004766
1769,170919.134465
1770,145997.014248
1771,160695.982588
1772,178176.135338
1773,159291.396519
1774,258787.298075
1775,150771.078682
1776,130862.767731
1777,95255.4128092
1778,124779.588907
1779,138392.390455
1780,141766.1547
1781,153168.721474
1782,111262.920417
1783,195269.91014
1784,106344.236547
1785,146045.624515
1786,227320.182676
1787,144650.271583
1788,40320.1147223
1789,133404.588072
1790,94944.0265839
1791,333251.609195
1792,179832.886791
1793,172694.460837
1794,166952.680638
1795,139503.000289
1796,88231.1426585
1797,195016.53339
1798,149033.609423
1799,91320.0353698
1800,115172.395921
1801,147030.118823
1802,173585.279298
1803,187194.008015
1804,146131.598231
1805,145464.995057
1806,123164.239254
1807,241080.648493
1808,120062.507594
1809,92333.310377
1810,155355.277887
1811,113972.001212
1812,96048.7725531
1813,133206.962743
1814,121210.37593
1815,52769.2957437
1816,105792.911132
1817,195334.424524
1818,179960.456665
1819,104900.021021
1820,69184.4165936
1821,133484.768391
1822,204704.196655
1823,44733.4649619
1824,137858.489174
1825,121837.55815
1826,115383.316229
1827,124535.962449
1828,137679.3771
1829,249112.845176
1830,216346.545894
1831,146169.07458
1832,188694.260124
1833,162021.338034
1834,139322.130015
1835,156513.352545
1836,140138.849871
1837,84280.7825087
1838,144136.265792
1839,77672.4466764
1840,106344.701923
1841,150837.365411
1842,110941.260557
1843,197449.110707
1844,122634.088009
1845,159856.711126
1846,179016.870494
1847,186791.772929
1848,28927.4408201
1849,107895.504356
1850,141520.323357
1851,123178.371027
1852,131327.649256
1853,130532.854107
1854,140411.039181
1855,135947.021168
1856,205208.251606
1857,133290.161251
1858,167103.496332
1859,126285.6627
1860,200668.937766
1861,126285.6627
1862,255211.870149
1863,255211.870149
1864,255211.870149
1865,320741.659026
1866,294140.259238
1867,254390.246859
1868,245234.701542
1869,211522.084704
1870,213148.620053
1871,264117.644527
1872,161360.708471
1873,220266.161797
1874,148921.202474
1875,192064.523505
1876,182444.828509
1877,210292.490899
1878,218182.095972
1879,131193.602761
1880,144528.332191
1881,302616.923411
1882,216871.499199
1883,168720.485093
1884,182828.213401
1885,189704.005979
1886,244074.915663
1887,216415.92128
1888,264941.900444
1889,139722.017636
1890,194625.96352
1891,131183.567308
1892,126259.875057
1893,138792.62436
1894,214409.12733
1895,173934.546125
1896,123477.374334
1897,145382.960936
1898,104944.668204
1899,153141.00956
1900,110505.86329
1901,154689.354782
1902,150213.861114
1903,262865.445947
1904,165859.480794
1905,204138.007621
1906,166283.84909
1907,202358.694675
1908,119872.053099
1909,124050.757691
1910,124050.757691
1911,145180.399339
1912,246420.702805
1913,244102.33307
1914,75895.5046854
1915,193374.259995
1916,49197.735301
1917,213126.262805
1918,131891.47668
1919,159675.356533
1920,216706.647334
1921,331488.651597
1922,278572.98641
1923,161876.823545
1924,239671.434806
1925,211537.883874
1926,304778.784456
1927,158384.650451
1928,200749.237175
1929,107694.306051
1930,108422.372585
1931,171379.25059
1932,140754.247784
1933,224942.383596
1934,179509.573678
1935,157261.248647
1936,179764.685138
1937,168149.748507
1938,198315.965646
1939,219074.111655
1940,176049.052093
1941,178621.102683
1942,166815.26967
1943,174113.919871
1944,253182.045072
1945,266825.499812
1946,228245.622213
1947,225740.889504
1948,234506.283348
1949,219783.769882
1950,201939.201524
1951,262099.171217
1952,229620.590789
1953,181302.861672
1954,169804.42831
1955,168005.390743
1956,334482.025649
1957,182420.072017
1958,270834.819131
1959,194295.009398
1960,110603.644802
1961,158139.969351
1962,93762.6011601
1963,104987.505409
1964,118691.525592
1965,173653.495095
1966,137669.327503
1967,277317.752341
1968,329615.686294
1969,275675.455456
1970,318482.662058
1971,357356.382657
1972,309870.41723
1973,250990.18577
1974,261203.325684
1975,324003.495842
1976,256605.413103
1977,296727.339517
1978,305983.374242
1979,290659.271841
1980,194300.887408
1981,280911.251635
1982,201106.705988
1983,201106.705988
1984,154123.156403
1985,217806.494668
1986,234893.825683
1987,157454.777656
1988,176294.621765
1989,165032.435525
1990,200711.550932
1991,193204.142876
1992,193593.015669
1993,141389.379663
1994,193187.07917
1995,170829.592572
1996,232202.810067
1997,260891.506918
1998,276442.225241
1999,279160.015829
2000,266629.899153
2001,260260.352267
2002,243512.537788
2003,254881.77631
2004,249123.650109
2005,199790.502223
2006,207308.625801
2007,251098.720438
2008,181882.018092
2009,182822.777278
2010,190104.520499
2011,120177.152264
2012,180947.882906
2013,159983.354795
2014,177439.221228
2015,159658.136103
2016,193148.899263
2017,178295.285379
2018,141390.995282
